circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:1637081|1704146	0.1230	exon	2.000	87.000	0.044	ENSG00000268575.1,ENSG00000189339.12,ENSG00000008128.23,ENSG00000248333.9	ENSG00000268575,SLC35E2B,CDK11A,CDK11B	lncRNA,protein_coding,protein_coding,protein_coding
chr1:1879787|1944452	0.0615	intron	1.000	7.000	0.222	ENSG00000142609.20,ENSG00000078369.18,ENSG00000178821.13	CFAP74,GNB1,TMEM52	protein_coding,protein_coding,protein_coding
chr1:15872816|15909481	0.0615	exon	1.000	33.000	0.057	ENSG00000065526.12	SPEN	protein_coding
chr1:16484823|16631109	0.2461	exon	4.000	24.000	0.250	ENSG00000277344.1,ENSG00000219481.11,ENSG00000215908.10,ENSG00000206652.1,ENSG00000233421.5,ENSG00000225710.1,ENSG00000080947.15	RNU1-6P,NBPF1,CROCCP2,RNU1-1,LINC01783,PDE4DIPP8,CROCCP3	snRNA,protein_coding,transcribed_unprocessed_pseudogene,snRNA,lncRNA,unprocessed_pseudogene,transcribed_unprocessed_pseudogene
chr1:20969474|20981227	0.0615	exon	1.000	79.000	0.025	ENSG00000075151.24	EIF4G3	protein_coding
chr1:30936643|30936835	0.0615	exon	1.000	196.000	0.010	ENSG00000134644.16	PUM1	protein_coding
chr1:30936643|30945483	0.0615	exon	1.000	92.000	0.021	ENSG00000134644.16	PUM1	protein_coding
chr1:30936643|30967310	0.0615	exon	1.000	59.000	0.033	ENSG00000134644.16	PUM1	protein_coding
chr1:32017166|32017702	0.0615	intron	1.000	0.000	1.000	ENSG00000121774.18	KHDRBS1	protein_coding
chr1:32326939|32327677	0.1230	exon	2.000	642.000	0.006	ENSG00000116478.12	HDAC1	protein_coding
chr1:35747907|35765326	0.0615	exon	1.000	119.000	0.017	ENSG00000092853.14	CLSPN	protein_coding
chr1:44411981|44412722	0.0615	exon	1.000	6.000	0.250	ENSG00000187147.18	RNF220	protein_coding
chr1:46310155|46353028	0.0615	exon	1.000	1529.000	0.001	ENSG00000173660.12,ENSG00000117481.11	UQCRH,NSUN4	protein_coding,protein_coding
chr1:47368469|47368615	0.0615	exon	1.000	124.000	0.016	ENSG00000162368.14	CMPK1	protein_coding
chr1:58506060|58536741	0.0615	exon	1.000	120.000	0.016	ENSG00000173406.16,ENSG00000162600.12	DAB1,OMA1	protein_coding,protein_coding
chr1:68477787|68484306	0.0615	intron	1.000	96.000	0.020	ENSG00000024526.17	DEPDC1	protein_coding
chr1:88853107|88853346	0.0615	exon	1.000	96.000	0.020	ENSG00000137947.12	GTF2B	protein_coding
chr1:93120549|93134195	0.0615	exon	1.000	199.000	0.010	ENSG00000143033.18	MTF2	protein_coding
chr1:93221609|93264901	0.0615	exon	1.000	27.000	0.069	ENSG00000122483.18	CCDC18	protein_coding
chr1:94455733|94480606	0.0615	intron	1.000	84.000	0.023	ENSG00000117528.14	ABCD3	protein_coding
chr1:117402186|117405645	0.6766	exon	11.000	43.000	0.338	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117414831	0.3691	exon	6.000	63.000	0.160	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117420649	1.7839	exon	29.000	14.000	0.806	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117442325	0.3076	exon	5.000	21.000	0.323	ENSG00000198162.12	MAN1A2	protein_coding
chr1:155216384|155236469	0.0615	exon	1.000	86.000	0.023	ENSG00000160766.15,ENSG00000177628.16	GBAP1,GBA	transcribed_unprocessed_pseudogene,protein_coding
chr1:155438327|155459898	0.0615	exon	1.000	36.000	0.053	ENSG00000116539.14	ASH1L	protein_coding
chr1:155562153|155680456	0.0615	exon	1.000	50.000	0.038	ENSG00000287839.1,ENSG00000271267.1,ENSG00000246203.2,ENSG00000116539.14,ENSG00000223503.1,ENSG00000232519.2,ENSG00000163374.20	ENSG00000287839,ENSG00000271267,ENSG00000246203,ASH1L,ENSG00000223503,ENSG00000232519,YY1AP1	lncRNA,processed_pseudogene,unprocessed_pseudogene,protein_coding,processed_pseudogene,lncRNA,protein_coding
chr1:171523221|171532961	0.1230	exon	2.000	723.000	0.006	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171523435|171535597	0.1230	exon	2.000	500.000	0.008	ENSG00000117523.18	PRRC2C	protein_coding
chr1:196793317|196915138	0.0615	exon	1.000	3.000	0.400	ENSG00000244414.7,ENSG00000285986.1,ENSG00000134365.14,ENSG00000116785.15	CFHR1,ENSG00000285986,CFHR4,CFHR3	protein_coding,unprocessed_pseudogene,protein_coding,protein_coding
chr1:219193082|219218712	0.0615	intron	1.000	34.000	0.056	ENSG00000143353.12	LYPLAL1	protein_coding
chr1:224952670|224974153	0.0615	exon	1.000	26.000	0.071	ENSG00000185842.16	DNAH14	protein_coding
chr1:224952670|225007544	0.0615	exon	1.000	5.000	0.286	ENSG00000185842.16	DNAH14	protein_coding
chr1:225162819|225185425	0.1230	intron	2.000	4.000	0.500	ENSG00000185842.16	DNAH14	protein_coding
chr1:235194013|235220545	0.0615	exon	1.000	157.000	0.013	ENSG00000054267.22	ARID4B	protein_coding
chr1:247155566|247159813	0.0615	exon	1.000	16.000	0.111	ENSG00000196418.13	ZNF124	protein_coding
chr1:247156406|247159813	0.0615	exon	1.000	8.000	0.200	ENSG00000196418.13	ZNF124	protein_coding
chr2:27409303|27461093	0.0615	exon	1.000	179.000	0.011	ENSG00000138002.16,ENSG00000115241.11	IFT172,PPM1G	protein_coding,protein_coding
chr2:28783907|28788809	0.0615	exon	1.000	274.000	0.007	ENSG00000163806.16,ENSG00000213639.10	SPDYA,PPP1CB	protein_coding,protein_coding
chr2:28935560|28942381	0.0615	exon	1.000	311.000	0.006	ENSG00000163811.12	WDR43	protein_coding
chr2:37289356|37293271	0.1230	exon	2.000	77.000	0.049	ENSG00000115825.11	PRKD3	protein_coding
chr2:38591530|38602600	0.0615	exon	1.000	91.000	0.022	ENSG00000143889.16	HNRNPLL	protein_coding
chr2:47161723|47162320	0.0615	exon	1.000	1298.000	0.002	ENSG00000273269.3,ENSG00000143933.20	ENSG00000273269,CALM2	protein_coding,protein_coding
chr2:48767112|48809641	0.0615	intron	1.000	0.000	1.000	ENSG00000068781.21,ENSG00000282890.1,ENSG00000232285.1	STON1-GTF2A1L,ENSG00000282890,ELOBP3	protein_coding,lncRNA,processed_pseudogene
chr2:53693884|53750941	0.0615	exon	1.000	104.000	0.019	ENSG00000115239.24	ASB3	protein_coding
chr2:53838233|53838732	0.0615	intron	1.000	2.000	0.500	ENSG00000115239.24	ASB3	protein_coding
chr2:54982515|54987698	0.0615	exon	1.000	352.000	0.006	ENSG00000115310.19	RTN4	protein_coding
chr2:72731007|72733118	0.0615	exon	1.000	19.000	0.095	ENSG00000144036.16	EXOC6B	protein_coding
