circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:1154839|1156199	0.0609	intergenic	1.000	1.000	0.667	None	None	None
chr1:1223244|1223968	0.0609	exon	1.000	265.000	0.007	ENSG00000078808.19	SDF4	protein_coding
chr1:1637081|1704146	0.2435	exon	4.000	73.000	0.099	ENSG00000268575.1,ENSG00000189339.12,ENSG00000008128.23,ENSG00000248333.9	ENSG00000268575,SLC35E2B,CDK11A,CDK11B	lncRNA,protein_coding,protein_coding,protein_coding
chr1:1879787|1944452	0.0609	intron	1.000	7.000	0.222	ENSG00000142609.20,ENSG00000078369.18,ENSG00000178821.13	CFAP74,GNB1,TMEM52	protein_coding,protein_coding,protein_coding
chr1:12001401|12002103	0.0609	exon	1.000	134.000	0.015	ENSG00000116688.18	MFN2	protein_coding
chr1:15725317|15848150	0.0609	exon	1.000	69.000	0.028	ENSG00000178715.8,ENSG00000162458.13,ENSG00000162461.8,ENSG00000065526.12,ENSG00000162460.7,ENSG00000224321.1,ENSG00000116786.13	ENSG00000178715,FBLIM1,SLC25A34,SPEN,TMEM82,RPL12P14,PLEKHM2	processed_pseudogene,protein_coding,protein_coding,protein_coding,protein_coding,processed_pseudogene,protein_coding
chr1:19237142|19419750	0.0609	exon	1.000	173.000	0.011	ENSG00000127463.16,ENSG00000077549.19,ENSG00000162482.5,ENSG00000286064.1,ENSG00000211454.16,ENSG00000200403.1,ENSG00000053371.13	EMC1,CAPZB,AKR7A3,ENSG00000286064,AKR7L,RNU6-1099P,AKR7A2	protein_coding,protein_coding,protein_coding,unprocessed_pseudogene,polymorphic_pseudogene,snRNA,protein_coding
chr1:20767584|20770957	0.1826	exon	3.000	169.000	0.034	ENSG00000127483.19	HP1BP3	protein_coding
chr1:20851258|20865262	0.0609	exon	1.000	146.000	0.014	ENSG00000075151.24	EIF4G3	protein_coding
chr1:21050866|21089213	0.0609	exon	1.000	51.000	0.038	ENSG00000075151.24,ENSG00000236073.2	EIF4G3,ENSG00000236073	protein_coding,processed_pseudogene
chr1:24648859|24660799	0.0609	exon	1.000	378.000	0.005	ENSG00000133226.18	SRRM1	protein_coding
chr1:24671386|24745625	0.0609	exon	1.000	281.000	0.007	ENSG00000169504.15,ENSG00000133226.18,ENSG00000284699.1	CLIC4,SRRM1,ENSG00000284699	protein_coding,protein_coding,lncRNA
chr1:28553640|28577873	0.0609	exon	1.000	42.000	0.045	ENSG00000180098.9	TRNAU1AP	protein_coding
chr1:29142922|29154910	0.0609	intron	1.000	2.000	0.500	ENSG00000225750.1,ENSG00000116350.18	ENSG00000225750,SRSF4	lncRNA,protein_coding
chr1:29154696|29154910	0.0609	exon	1.000	454.000	0.004	ENSG00000116350.18	SRSF4	protein_coding
chr1:31059204|31059577	0.0609	exon	1.000	130.000	0.015	ENSG00000134644.16	PUM1	protein_coding
chr1:32592931|32754180	0.0609	exon	1.000	27.000	0.069	ENSG00000160062.15,ENSG00000162522.11,ENSG00000254553.1,ENSG00000200591.1,ENSG00000162521.19	ZBTB8A,KIAA1522,ENSG00000254553,Y_RNA,RBBP4	protein_coding,protein_coding,protein_coding,misc_RNA,protein_coding
chr1:32779505|32781104	0.0609	exon	1.000	1349.000	0.001	ENSG00000134684.12	YARS1	protein_coding
chr1:32948222|32949774	0.0609	exon	1.000	71.000	0.027	ENSG00000116514.17	RNF19B	protein_coding
chr1:33294937|33295305	0.0609	exon	1.000	103.000	0.019	ENSG00000160094.15	ZNF362	protein_coding
chr1:35358925|35361789	0.0609	exon	1.000	53.000	0.036	ENSG00000146463.12	ZMYM4	protein_coding
chr1:35736914|35739529	0.1218	exon	2.000	131.000	0.030	ENSG00000092853.14	CLSPN	protein_coding
chr1:35747907|35753936	0.1218	exon	2.000	170.000	0.023	ENSG00000092853.14	CLSPN	protein_coding
chr1:36092422|36179557	0.0609	exon	1.000	226.000	0.009	ENSG00000116863.11,ENSG00000116871.16	ADPRS,MAP7D1	protein_coding,protein_coding
chr1:39021642|39047987	0.1218	intron	2.000	3.000	0.571	ENSG00000168653.11	NDUFS5	protein_coding
chr1:39567751|39571349	0.0609	exon	1.000	696.000	0.003	ENSG00000090621.15	PABPC4	protein_coding
chr1:40189055|40202614	0.0609	exon	1.000	26.000	0.071	ENSG00000117000.9	RLF	protein_coding
chr1:41002180|41008714	0.0609	exon	1.000	412.000	0.005	ENSG00000171793.16	CTPS1	protein_coding
chr1:45040412|45043805	0.0609	antisense	1.000	6.000	0.250	ENSG00000162415.7	ZSWIM5	protein_coding
chr1:45457564|45457871	0.0609	exon	1.000	7.000	0.222	ENSG00000288208.1,ENSG00000070759.17	ENSG00000288208,TESK2	protein_coding,protein_coding
chr1:52509596|52529873	0.0609	exon	1.000	29.000	0.065	ENSG00000134744.14	TUT4	protein_coding
chr1:64989435|64995088	0.0609	exon	1.000	0.000	1.000	ENSG00000162434.13,ENSG00000226891.9	JAK1,LINC01359	protein_coding,lncRNA
chr1:65913245|65918835	0.0609	exon	1.000	0.000	1.000	ENSG00000184588.18	PDE4B	protein_coding
chr1:68193955|68194227	0.0609	exon	1.000	325.000	0.006	ENSG00000116729.14	WLS	protein_coding
chr1:70234696|70251131	0.0609	exon	1.000	609.000	0.003	ENSG00000116754.14	SRSF11	protein_coding
chr1:77962770|77965231	0.1218	exon	2.000	211.000	0.019	ENSG00000162613.17	FUBP1	protein_coding
chr1:93207107|93239896	0.0609	exon	1.000	47.000	0.041	ENSG00000122483.18	CCDC18	protein_coding
chr1:93221609|93264901	0.1218	exon	2.000	48.000	0.077	ENSG00000122483.18	CCDC18	protein_coding
chr1:100376543|100379255	0.0609	intron	1.000	2.000	0.500	ENSG00000079335.20	CDC14A	protein_coding
chr1:109661165|109690564	0.0609	exon	1.000	11.000	0.154	ENSG00000134184.13,ENSG00000168765.18,ENSG00000213366.13	GSTM1,GSTM4,GSTM2	protein_coding,protein_coding,protein_coding
chr1:117402186|117405645	0.3044	exon	5.000	49.000	0.169	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117414831	0.7306	exon	12.000	56.000	0.300	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117420649	0.6697	exon	11.000	6.000	0.786	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117442325	0.7306	exon	12.000	14.000	0.632	ENSG00000198162.12	MAN1A2	protein_coding
chr1:145915525|145917816	0.1218	intron	2.000	17.000	0.190	ENSG00000289565.1,ENSG00000131779.11	ENSG00000289565,PEX11B	protein_coding,protein_coding
chr1:146968448|146972960	0.1826	exon	3.000	7.000	0.462	ENSG00000268043.8	NBPF12	protein_coding
chr1:153817372|153818171	0.0609	exon	1.000	57.000	0.034	ENSG00000143614.10	GATAD2B	protein_coding
chr1:154234591|154241565	0.1218	exon	2.000	554.000	0.007	ENSG00000143569.19	UBAP2L	protein_coding
chr1:155602073|155726019	0.0609	exon	1.000	144.000	0.014	ENSG00000132676.16,ENSG00000125459.17,ENSG00000225082.2	DAP3,MSTO1,DAP3P1	protein_coding,protein_coding,unprocessed_pseudogene
chr1:155804949|155822476	0.1218	exon	2.000	16.000	0.200	ENSG00000116580.20	GON4L	protein_coding
chr1:155815805|155822476	0.1826	exon	3.000	30.000	0.167	ENSG00000116580.20	GON4L	protein_coding
chr1:155876711|155880796	0.0609	antisense	1.000	0.000	1.000	ENSG00000132718.9	SYT11	protein_coding
chr1:156715742|156717343	0.0609	intergenic	1.000	15.000	0.118	None	None	None
chr1:156782286|156797341	0.0609	exon	1.000	441.000	0.005	ENSG00000143294.15	PRCC	protein_coding
chr1:160323431|160332557	0.0609	exon	1.000	167.000	0.012	ENSG00000202078.1,ENSG00000122218.16	Y_RNA,COPA	misc_RNA,protein_coding
chr1:161117952|161223425	0.0609	exon	1.000	373.000	0.005	ENSG00000158796.17,ENSG00000158850.15,ENSG00000158874.11,ENSG00000238934.1,ENSG00000224985.1,ENSG00000158859.10,ENSG00000143256.5	DEDD,B4GALT3,APOA2,ENSG00000238934,ENSG00000224985,ADAMTS4,PFDN2	protein_coding,protein_coding,protein_coding,snoRNA,lncRNA,protein_coding,protein_coding
chr1:167332470|167416185	0.0609	exon	1.000	51.000	0.038	ENSG00000143190.23,ENSG00000272033.1	POU2F1,ENSG00000272033	protein_coding,lncRNA
chr1:171512032|171545687	0.2435	exon	4.000	305.000	0.026	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171523221|171532961	0.2435	exon	4.000	482.000	0.016	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171523221|171587751	0.0609	exon	1.000	424.000	0.005	ENSG00000117523.18	PRRC2C	protein_coding
chr1:171532343|171542229	0.1218	exon	2.000	516.000	0.008	ENSG00000117523.18	PRRC2C	protein_coding
chr1:187321810|187329060	0.0609	intron	1.000	8.000	0.200	ENSG00000230426.5	LINC01036	lncRNA
chr1:197060366|197079088	0.0609	intron	1.000	0.000	1.000	ENSG00000143278.5	F13B	protein_coding
chr1:203847184|203850026	0.0609	exon	1.000	235.000	0.008	ENSG00000058673.17,ENSG00000257315.3	ZC3H11A,ZBED6	protein_coding,protein_coding
chr1:203914774|203917140	0.0609	intergenic	1.000	0.000	1.000	None	None	None
chr1:205711744|205729615	0.2435	intron	4.000	484.000	0.016	ENSG00000069275.13	NUCKS1	protein_coding
chr1:205727700|205730818	0.0609	intron	1.000	955.000	0.002	ENSG00000069275.13	NUCKS1	protein_coding
chr1:206696087|206696248	0.1218	exon	2.000	77.000	0.049	ENSG00000224114.1	ENSG00000224114	processed_pseudogene
chr1:219193082|219211752	0.0609	exon	1.000	74.000	0.026	ENSG00000143353.12	LYPLAL1	protein_coding
chr1:224400950|224411565	0.0609	exon	1.000	267.000	0.007	ENSG00000162923.17	WDR26	protein_coding
chr1:224952670|224974153	0.0609	exon	1.000	35.000	0.054	ENSG00000185842.16	DNAH14	protein_coding
chr1:226161531|226166000	0.3044	exon	5.000	281.000	0.034	ENSG00000182827.9	ACBD3	protein_coding
