circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:805799|810170	0.0808	exon	2.000	1.000	0.800	ENSG00000230021.10,ENSG00000230092.7	ENSG00000230021,ENSG00000230092	transcribed_processed_pseudogene,transcribed_unprocessed_pseudogene
chr1:925922|939460	0.0808	exon	2.000	34.000	0.105	ENSG00000187634.13	SAMD11	protein_coding
chr1:930155|939460	0.0808	exon	2.000	39.000	0.093	ENSG00000187634.13	SAMD11	protein_coding
chr1:935772|939412	0.6465	exon	16.000	1.000	0.970	ENSG00000187634.13	SAMD11	protein_coding
chr1:935776|939412	0.0404	exon	1.000	63.000	0.031	ENSG00000187634.13	SAMD11	protein_coding
chr1:942559|943058	0.0808	exon	2.000	30.000	0.118	ENSG00000187634.13	SAMD11	protein_coding
chr1:955923|957273	0.2020	exon	5.000	177.000	0.053	ENSG00000188976.11	NOC2L	protein_coding
chr1:1022201|1045876	0.0808	exon	2.000	58.000	0.065	ENSG00000188157.15	AGRN	protein_coding
chr1:1223244|1223968	0.6869	exon	17.000	29.000	0.540	ENSG00000078808.19	SDF4	protein_coding
chr1:1223244|1228946	0.0404	exon	1.000	52.000	0.037	ENSG00000078808.19	SDF4	protein_coding
chr1:1256045|1267992	0.1616	exon	4.000	43.000	0.157	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1256992|1257310	0.2424	exon	6.000	35.000	0.255	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1256992|1263386	0.0808	exon	2.000	0.000	1.000	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1256992|1267992	0.0808	exon	2.000	8.000	0.333	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1262170|1263386	0.0404	exon	1.000	4.000	0.333	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1387235|1390865	0.1616	exon	4.000	24.000	0.250	ENSG00000221978.13	CCNL2	protein_coding
chr1:1487863|1503661	0.0404	exon	1.000	28.000	0.067	ENSG00000284740.2,ENSG00000160072.20	ENSG00000284740,ATAD3B	transcribed_unprocessed_pseudogene,protein_coding
chr1:1561332|1564916	0.1616	exon	4.000	9.000	0.471	ENSG00000160075.12	SSU72	protein_coding
chr1:1628019|1628722	0.0404	exon	1.000	16.000	0.111	ENSG00000197530.13	MIB2	protein_coding
chr1:1645126|1716478	0.0404	exon	1.000	2.000	0.500	ENSG00000268575.1,ENSG00000189339.12,ENSG00000008128.23,ENSG00000248333.9	ENSG00000268575,SLC35E2B,CDK11A,CDK11B	lncRNA,protein_coding,protein_coding,protein_coding
chr1:1649499|1657498	0.0404	exon	1.000	1.000	0.667	ENSG00000248333.9	CDK11B	protein_coding
chr1:1668327|1739704	0.2424	exon	6.000	6.000	0.667	ENSG00000268575.1,ENSG00000189339.12,ENSG00000215790.8,ENSG00000008128.23	ENSG00000268575,SLC35E2B,SLC35E2A,CDK11A	lncRNA,protein_coding,transcribed_unprocessed_pseudogene,protein_coding
chr1:1675463|1676846	0.0404	exon	1.000	70.000	0.028	ENSG00000189339.12	SLC35E2B	protein_coding
chr1:1734690|1739704	0.2828	exon	7.000	5.000	0.737	ENSG00000215790.8,ENSG00000268575.1	SLC35E2A,ENSG00000268575	transcribed_unprocessed_pseudogene,lncRNA
chr1:1789053|1817875	0.0404	exon	1.000	110.000	0.018	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1806538	0.1616	exon	4.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1804419|1817875	0.1212	exon	3.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
chr1:1806475|1825482	0.1616	exon	4.000	4.000	0.667	ENSG00000078369.18	GNB1	protein_coding
chr1:1815601|1825499	0.0404	intron	1.000	10.000	0.167	ENSG00000078369.18	GNB1	protein_coding
chr1:1815756|1825499	0.1212	exon	3.000	0.000	1.000	ENSG00000078369.18	GNB1	protein_coding
