circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:930155|931089	0.2118	exon	5.000	2.000	0.833	ENSG00000187634.13	SAMD11	protein_coding
chr1:930155|939412	0.0424	exon	1.000	0.000	1.000	ENSG00000187634.13	SAMD11	protein_coding
chr1:930155|939460	0.0424	exon	1.000	11.000	0.154	ENSG00000187634.13	SAMD11	protein_coding
chr1:935772|939412	0.0847	exon	2.000	17.000	0.190	ENSG00000187634.13	SAMD11	protein_coding
chr1:935772|939460	0.7624	exon	18.000	41.000	0.468	ENSG00000187634.13	SAMD11	protein_coding
chr1:955923|957273	0.1271	exon	3.000	156.000	0.037	ENSG00000188976.11	NOC2L	protein_coding
chr1:1008194|1017465	0.0424	intron	1.000	3.000	0.400	ENSG00000187608.10	ISG15	protein_coding
chr1:1013984|1022462	0.1694	exon	4.000	26.000	0.235	ENSG00000188157.15,ENSG00000187608.10	AGRN,ISG15	protein_coding,protein_coding
chr1:1216723|1228946	0.0424	intron	1.000	1.000	0.667	ENSG00000078808.19	SDF4	protein_coding
chr1:1223244|1223968	0.7200	exon	17.000	35.000	0.493	ENSG00000078808.19	SDF4	protein_coding
chr1:1223244|1228946	0.2118	exon	5.000	40.000	0.200	ENSG00000078808.19	SDF4	protein_coding
chr1:1223244|1234978	0.0424	intron	1.000	4.000	0.333	ENSG00000078808.19	SDF4	protein_coding
chr1:1256045|1267992	0.1271	exon	3.000	27.000	0.182	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1256992|1257310	0.6353	exon	15.000	15.000	0.667	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1256992|1267992	0.2541	exon	6.000	12.000	0.500	ENSG00000160087.21	UBE2J2	protein_coding
chr1:1286042|1294628	0.0424	intron	1.000	5.000	0.286	ENSG00000131584.19	ACAP3	protein_coding
chr1:1294090|1296633	0.0424	exon	1.000	14.000	0.125	ENSG00000131584.19,ENSG00000278073.1	ACAP3,MIR6726	protein_coding,miRNA
chr1:1312018|1314962	0.0424	exon	1.000	29.000	0.065	ENSG00000283712.1,ENSG00000127054.22	MIR6727,INTS11	miRNA,protein_coding
chr1:1312226|1314962	0.0424	exon	1.000	26.000	0.071	ENSG00000283712.1,ENSG00000127054.22	MIR6727,INTS11	miRNA,protein_coding
chr1:1338269|1340503	0.0424	exon	1.000	78.000	0.025	ENSG00000284372.1,ENSG00000107404.21	MIR6808,DVL1	miRNA,protein_coding
