circ_id	cpm	circ_type	bsj	fsj	junc_ratio	gene_id	gene_name	gene_type
chr1:935772|939412	0.0469	exon	1.000	132.000	0.015	ENSG00000187634.13	SAMD11	protein_coding
chr1:1223244|1223968	0.0469	exon	1.000	279.000	0.007	ENSG00000078808.19	SDF4	protein_coding
chr1:1670098|1734835	0.0469	exon	1.000	33.000	0.057	ENSG00000268575.1,ENSG00000189339.12,ENSG00000215790.8,ENSG00000008128.23	ENSG00000268575,SLC35E2B,SLC35E2A,CDK11A	lncRNA,protein_coding,transcribed_unprocessed_pseudogene,protein_coding
chr1:1692449|1739704	0.0939	exon	2.000	35.000	0.103	ENSG00000268575.1,ENSG00000189339.12,ENSG00000215790.8,ENSG00000008128.23	ENSG00000268575,SLC35E2B,SLC35E2A,CDK11A	lncRNA,protein_coding,transcribed_unprocessed_pseudogene,protein_coding
chr1:1890820|1942156	0.0469	exon	1.000	5.000	0.286	ENSG00000142609.20,ENSG00000078369.18,ENSG00000178821.13	CFAP74,GNB1,TMEM52	protein_coding,protein_coding,protein_coding
chr1:1890820|1944452	0.1408	exon	3.000	184.000	0.032	ENSG00000142609.20,ENSG00000078369.18,ENSG00000178821.13	CFAP74,GNB1,TMEM52	protein_coding,protein_coding,protein_coding
chr1:2302978|2304585	0.0469	exon	1.000	109.000	0.018	ENSG00000157933.10	SKI	protein_coding
chr1:5927649|5933329	0.0469	exon	1.000	20.000	0.091	ENSG00000131697.18	NPHP4	protein_coding
chr1:6522807|6524849	0.0469	exon	1.000	14.000	0.125	ENSG00000162408.11	NOL9	protein_coding
chr1:10440347|10442441	0.0469	exon	1.000	98.000	0.020	ENSG00000175279.22,ENSG00000251503.8	CENPS,CENPS-CORT	protein_coding,protein_coding
chr1:10457476|10463895	0.1408	intron	3.000	67.000	0.082	ENSG00000160049.12	DFFA	protein_coding
chr1:16484823|16631109	0.0469	exon	1.000	37.000	0.051	ENSG00000277344.1,ENSG00000219481.11,ENSG00000215908.10,ENSG00000206652.1,ENSG00000233421.5,ENSG00000225710.1,ENSG00000080947.15	RNU1-6P,NBPF1,CROCCP2,RNU1-1,LINC01783,PDE4DIPP8,CROCCP3	snRNA,protein_coding,transcribed_unprocessed_pseudogene,snRNA,lncRNA,unprocessed_pseudogene,transcribed_unprocessed_pseudogene
chr1:16564807|16567351	2.6292	exon	56.000	46.000	0.709	ENSG00000219481.11	NBPF1	protein_coding
chr1:17022608|17024074	0.0469	exon	1.000	510.000	0.004	ENSG00000117118.10	SDHB	protein_coding
chr1:23079553|23081465	0.0939	exon	2.000	353.000	0.011	ENSG00000004487.18	KDM1A	protein_coding
chr1:26766221|26775596	0.0469	exon	1.000	85.000	0.023	ENSG00000117713.21	ARID1A	protein_coding
chr1:30953714|31059439	0.0469	exon	1.000	223.000	0.009	ENSG00000134644.16	PUM1	protein_coding
chr1:32154588|32158361	0.0469	exon	1.000	97.000	0.020	ENSG00000025800.14	KPNA6	protein_coding
chr1:32592931|32600415	0.0469	exon	1.000	62.000	0.031	ENSG00000254553.1,ENSG00000160062.15	ENSG00000254553,ZBTB8A	protein_coding,protein_coding
chr1:35177989|35188090	0.0469	exon	1.000	1660.000	0.001	ENSG00000116560.11	SFPQ	protein_coding
chr1:35972024|35987026	0.0469	intron	1.000	24.000	0.077	ENSG00000126070.20	AGO3	protein_coding
chr1:51009963|51010123	0.0939	intergenic	2.000	18.000	0.182	None	None	None
chr1:51399032|51409696	0.0469	exon	1.000	111.000	0.018	ENSG00000085832.17	EPS15	protein_coding
chr1:52083340|52124643	0.0469	intron	1.000	129.000	0.015	ENSG00000134717.18	BTF3L4	protein_coding
chr1:52856998|52867777	0.0469	exon	1.000	70.000	0.028	ENSG00000203995.10	ZYG11A	protein_coding
chr1:58506060|58527335	0.0469	exon	1.000	171.000	0.012	ENSG00000173406.16,ENSG00000162600.12	DAB1,OMA1	protein_coding,protein_coding
chr1:62443159|62447511	0.1408	exon	3.000	594.000	0.010	ENSG00000162607.13	USP1	protein_coding
chr1:62577262|62625401	0.0469	exon	1.000	83.000	0.024	ENSG00000116641.18	DOCK7	protein_coding
chr1:66958059|66963160	0.0939	exon	2.000	127.000	0.031	ENSG00000198160.15	MIER1	protein_coding
chr1:70300764|70315566	0.0469	exon	1.000	115.000	0.017	ENSG00000118454.13	ANKRD13C	protein_coding
chr1:81836885|81936837	0.0469	exon	1.000	75.000	0.026	ENSG00000117114.21	ADGRL2	protein_coding
chr1:92605307|92636336	0.0469	exon	1.000	42.000	0.045	ENSG00000067208.16	EVI5	protein_coding
chr1:93221609|93264901	0.0939	exon	2.000	39.000	0.093	ENSG00000122483.18	CCDC18	protein_coding
chr1:94458607|94491247	0.0469	exon	1.000	168.000	0.012	ENSG00000117528.14	ABCD3	protein_coding
chr1:108148279|108155068	0.0469	exon	1.000	121.000	0.016	ENSG00000085491.17	SLC25A24	protein_coding
chr1:114421436|114433733	0.0469	exon	1.000	102.000	0.019	ENSG00000197323.12	TRIM33	protein_coding
chr1:116397888|116401655	0.0469	exon	1.000	1942.000	0.001	ENSG00000163399.16	ATP1A1	protein_coding
chr1:117402186|117405645	0.5634	exon	12.000	106.000	0.185	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117414831	0.6573	exon	14.000	112.000	0.200	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117420649	1.5493	exon	33.000	15.000	0.815	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117442325	0.4695	exon	10.000	26.000	0.435	ENSG00000198162.12	MAN1A2	protein_coding
chr1:117402186|117466427	0.1878	exon	4.000	29.000	0.216	ENSG00000198162.12	MAN1A2	protein_coding
chr1:119712110|119721266	0.0469	exon	1.000	1551.000	0.001	ENSG00000092621.13	PHGDH	protein_coding
chr1:145977831|145978096	0.1408	exon	3.000	147.000	0.039	ENSG00000121851.13	POLR3GL	protein_coding
chr1:150226608|150229237	0.0469	exon	1.000	405.000	0.005	ENSG00000143401.15	ANP32E	protein_coding
chr1:150230571|150231926	0.0469	exon	1.000	672.000	0.003	ENSG00000143401.15	ANP32E	protein_coding
chr1:151024611|151025673	0.0469	exon	1.000	90.000	0.022	ENSG00000143363.17	PRUNE1	protein_coding
chr1:153811731|153813452	0.0469	exon	1.000	77.000	0.025	ENSG00000143614.10	GATAD2B	protein_coding
chr1:155521100|155521618	0.0469	exon	1.000	25.000	0.074	ENSG00000116539.14	ASH1L	protein_coding
chr1:155602073|155726019	0.0939	exon	2.000	224.000	0.018	ENSG00000132676.16,ENSG00000125459.17,ENSG00000225082.2	DAP3,MSTO1,DAP3P1	protein_coding,protein_coding,unprocessed_pseudogene
